[16/12/25 11:02:16] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[17/12/25 15:47:19] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.517s)
[18/12/25 10:57:15] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[18/12/25 11:07:36] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[18/12/25 11:07:46] | DEBUG | EXP:None | CALL go_into_vial('rack1', 1, send=False)
[18/12/25 11:07:46] | DEBUG | EXP:None | RETURN go_into_vial -> (np.float64(35.6), np.float64(8.1), 11.0) (Duration: 0.000s)
[18/12/25 11:08:20] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[18/12/25 11:08:20] | ERROR | EXP:None | EXCEPTION in go_to_vial after 0.000s: GilsonEthernet.ensure_z_safe() got an unexpected keyword argument 'module_name'
[18/12/25 11:08:42] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[18/12/25 11:08:43] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: No valid response received.' (Duration: 0.548s)
[18/12/25 11:08:53] | DEBUG | EXP:None | CALL go_to_vial('rack1', 2)
[18/12/25 11:08:53] | ERROR | EXP:None | EXCEPTION in go_to_vial after 0.000s: GilsonEthernet.ensure_z_safe() got an unexpected keyword argument 'module_name'
[18/12/25 11:17:11] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[18/12/25 11:17:23] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[18/12/25 11:17:23] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[18/12/25 11:17:24] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: Move XY: 2, Success' (Duration: 0.531s)
[18/12/25 11:17:24] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.532s)
[18/12/25 11:20:52] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[18/12/25 11:20:52] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[18/12/25 11:20:53] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: No valid response received.' (Duration: 0.511s)
[18/12/25 11:20:53] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.515s)
[18/12/25 11:36:24] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[18/12/25 11:39:05] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[18/12/25 11:39:05] | DEBUG | EXP:None | CALL move_z(93)
[18/12/25 11:39:05] | DEBUG | EXP:None | RETURN move_z -> '[DRY RUN] Moved Z to 93' (Duration: 0.000s)
[18/12/25 11:39:05] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[18/12/25 11:39:06] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: Move XY: 2, Success' (Duration: 0.560s)
[18/12/25 11:39:06] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.562s)
[18/12/25 11:46:01] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[18/12/25 11:57:09] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[18/12/25 11:58:13] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[18/12/25 11:58:13] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[18/12/25 11:58:13] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: No valid response received.' (Duration: 0.525s)
[18/12/25 11:58:13] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 0.527s)
[18/12/25 12:01:49] | DEBUG | EXP:None | CALL move_z(60, allow_in_vial=True)
[18/12/25 12:01:50] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 60. Result: Move Z: 2, Success' (Duration: 0.523s)
[18/12/25 12:03:15] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[18/12/25 12:03:15] | DEBUG | EXP:None | CALL move_z(93)
[18/12/25 12:03:15] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 93. Result: No valid response received.' (Duration: 0.545s)
[18/12/25 12:03:15] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[18/12/25 12:03:16] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: No valid response received.' (Duration: 0.540s)
[18/12/25 12:03:16] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 1.089s)
[18/12/25 12:13:27] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[18/12/25 12:13:41] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[18/12/25 12:13:41] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[18/12/25 12:13:41] | DEBUG | EXP:None | CALL move_z(100)
[18/12/25 12:13:41] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 100. Result: Move Z: 2, Success' (Duration: 0.519s)
[18/12/25 12:13:42] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: No valid response received.' (Duration: 1.040s)
[18/12/25 12:13:42] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 1.042s)
[18/12/25 12:23:36] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[18/12/25 12:23:44] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1, send=False)
[18/12/25 12:23:44] | DEBUG | EXP:None | CALL move_z(93)
[18/12/25 12:23:45] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 93. Result: Move Z: 2, Success' (Duration: 0.546s)
[18/12/25 12:23:45] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.548s)
[18/12/25 12:25:01] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=False)
[18/12/25 12:25:01] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: No valid response received.' (Duration: 0.552s)
[18/12/25 12:25:41] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1, send=False)
[18/12/25 12:25:41] | DEBUG | EXP:None | CALL move_z(93)
[18/12/25 12:25:41] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 93. Result: Move Z: 2, Success' (Duration: 0.545s)
[18/12/25 12:25:41] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.546s)
[18/12/25 12:26:41] | DEBUG | EXP:None | CALL move_z(50, allow_in_vial=True)
[18/12/25 12:26:42] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 50. Result: No valid response received.' (Duration: 0.546s)
[18/12/25 12:27:25] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[18/12/25 12:27:25] | DEBUG | EXP:None | CALL move_z(93)
[18/12/25 12:27:25] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 93. Result: No valid response received.' (Duration: 0.549s)
[18/12/25 12:27:25] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[18/12/25 12:27:26] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: No valid response received.' (Duration: 0.539s)
[18/12/25 12:27:26] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 1.091s)
[18/12/25 12:30:26] | DEBUG | EXP:None | CALL move_z(40, allow_in_vial=True)
[18/12/25 12:30:27] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 40. Result: No valid response received.' (Duration: 0.535s)
[18/12/25 12:30:34] | DEBUG | EXP:None | CALL move_z(30, allow_in_vial=True)
[18/12/25 12:30:34] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 30. Result: Move Z: 2, Success' (Duration: 0.513s)
[18/12/25 12:30:38] | DEBUG | EXP:None | CALL move_z(20, allow_in_vial=True)
[18/12/25 12:30:39] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 20. Result: Move Z: 2, Success' (Duration: 0.516s)
[18/12/25 12:30:43] | DEBUG | EXP:None | CALL move_z(10, allow_in_vial=True)
[18/12/25 12:30:43] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 10. Result: Move Z: 2, Success' (Duration: 0.531s)
[18/12/25 12:30:48] | DEBUG | EXP:None | CALL move_z(1, allow_in_vial=True)
[18/12/25 12:30:48] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 1. Result: Move Z: 2, Success' (Duration: 0.522s)
[18/12/25 12:31:39] | DEBUG | EXP:None | CALL move_z(95, allow_in_vial=True)
[18/12/25 12:31:39] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 95. Result: No valid response received.' (Duration: 0.535s)
[18/12/25 12:32:03] | DEBUG | EXP:None | CALL go_into_vial('rack2', 1)
[18/12/25 12:32:03] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1, send=True)
[18/12/25 12:32:03] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[18/12/25 12:32:04] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: Move XY: 2, Success' (Duration: 0.507s)
[18/12/25 12:32:04] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 0.508s)
[18/12/25 12:32:04] | DEBUG | EXP:None | CALL move_z(1, allow_in_vial=True, module_name='rack2')
[18/12/25 12:32:04] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 1. Result: No valid response received.' (Duration: 0.525s)
[18/12/25 12:32:04] | DEBUG | EXP:None | RETURN go_into_vial -> (np.float64(201.0), np.float64(39.0), 1) (Duration: 1.036s)
[18/12/25 12:35:56] | DEBUG | EXP:None | CALL go_to_vial('rack1', 1)
[18/12/25 12:35:56] | DEBUG | EXP:None | CALL move_z(93)
[18/12/25 12:35:56] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 93. Result: Move Z: 2, Success' (Duration: 0.542s)
[18/12/25 12:35:56] | DEBUG | EXP:None | CALL move_xy(np.float64(35.6), np.float64(8.1), module_name='rack1')
[18/12/25 12:35:57] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=35.6, Y=8.1. Result: No valid response received.' (Duration: 0.533s)
[18/12/25 12:35:57] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(35.6), np.float64(8.1)) (Duration: 1.078s)
[18/12/25 12:37:29] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[18/12/25 12:37:29] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 45. Result: Move Z: 2, Success' (Duration: 0.511s)
[18/12/25 12:39:36] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[18/12/25 12:39:36] | DEBUG | EXP:None | CALL move_z(93)
[18/12/25 12:39:36] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 93. Result: Move Z: 2, Success' (Duration: 0.533s)
[18/12/25 12:39:36] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[18/12/25 12:39:37] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: No valid response received.' (Duration: 0.510s)
[18/12/25 12:39:37] | DEBUG | EXP:None | RETURN go_to_vial -> (np.float64(201.0), np.float64(39.0)) (Duration: 1.046s)
[19/12/25 11:15:52] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[19/12/25 11:23:37] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[19/12/25 11:31:20] | DEBUG | EXP:None | CALL move_x(30)
[19/12/25 11:31:20] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:31:20] | ERROR | EXP:None | EXCEPTION in move_z after 0.512s: 'Rack_209' object has no attribute 'x_min'
[19/12/25 11:31:20] | ERROR | EXP:None | EXCEPTION in move_x after 0.514s: 'Rack_209' object has no attribute 'x_min'
[19/12/25 11:34:11] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[19/12/25 11:34:27] | DEBUG | EXP:None | CALL move_x(30)
[19/12/25 11:34:27] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 30. Result: No valid response received.' (Duration: 0.535s)
[19/12/25 11:34:49] | DEBUG | EXP:None | CALL move_y(8)
[19/12/25 11:34:50] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 8. Result: Move Y: 2, Success' (Duration: 0.504s)
[19/12/25 11:35:19] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:35:20] | ERROR | EXP:None | EXCEPTION in move_z after 0.526s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:37:40] | DEBUG | EXP:None | CALL move_x(27)
[19/12/25 11:37:40] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:37:40] | ERROR | EXP:None | EXCEPTION in move_z after 0.548s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:37:40] | ERROR | EXP:None | EXCEPTION in move_x after 0.550s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:37:59] | DEBUG | EXP:None | CALL move_x(27)
[19/12/25 11:38:00] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 27. Result: Move X: 2, Success' (Duration: 0.543s)
[19/12/25 11:38:22] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:38:22] | ERROR | EXP:None | EXCEPTION in move_z after 0.532s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:38:49] | DEBUG | EXP:None | CALL move_y(3)
[19/12/25 11:38:49] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:38:50] | ERROR | EXP:None | EXCEPTION in move_z after 0.511s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:38:50] | ERROR | EXP:None | EXCEPTION in move_y after 0.513s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:38:54] | DEBUG | EXP:None | CALL move_y(3)
[19/12/25 11:38:55] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 3. Result: Move Y: 2, Success' (Duration: 0.536s)
[19/12/25 11:39:04] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:39:04] | ERROR | EXP:None | EXCEPTION in move_z after 0.531s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:39:27] | DEBUG | EXP:None | CALL move_y(2)
[19/12/25 11:39:27] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:39:28] | ERROR | EXP:None | EXCEPTION in move_z after 0.531s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:39:28] | ERROR | EXP:None | EXCEPTION in move_y after 0.532s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:39:31] | DEBUG | EXP:None | CALL move_y(2)
[19/12/25 11:39:31] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 2. Result: Move Y: 2, Success' (Duration: 0.543s)
[19/12/25 11:40:11] | DEBUG | EXP:None | CALL move_x(200)
[19/12/25 11:40:12] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 200. Result: No valid response received.' (Duration: 0.518s)
[19/12/25 11:40:30] | DEBUG | EXP:None | CALL move_x(150)
[19/12/25 11:40:31] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 150. Result: Move X: 2, Success' (Duration: 0.543s)
[19/12/25 11:40:42] | DEBUG | EXP:None | CALL move_x(120)
[19/12/25 11:40:42] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 120. Result: Move X: 2, Success' (Duration: 0.508s)
[19/12/25 11:40:55] | DEBUG | EXP:None | CALL move_x(125)
[19/12/25 11:40:55] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 125. Result: Move X: 2, Success' (Duration: 0.518s)
[19/12/25 11:41:15] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:41:15] | ERROR | EXP:None | EXCEPTION in move_z after 0.547s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:41:43] | DEBUG | EXP:None | CALL move_x(126)
[19/12/25 11:41:43] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:41:44] | ERROR | EXP:None | EXCEPTION in move_z after 0.536s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:41:44] | ERROR | EXP:None | EXCEPTION in move_x after 0.537s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:41:48] | DEBUG | EXP:None | CALL move_x(126)
[19/12/25 11:41:48] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 126. Result: Move X: 2, Success' (Duration: 0.513s)
[19/12/25 11:41:58] | DEBUG | EXP:None | CALL move_y(150)
[19/12/25 11:41:59] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 150. Result: No valid response received.' (Duration: 0.541s)
[19/12/25 11:42:07] | DEBUG | EXP:None | CALL move_y(200)
[19/12/25 11:42:08] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 200. Result: Move Y: 2, Success' (Duration: 0.509s)
[19/12/25 11:42:13] | DEBUG | EXP:None | CALL move_y(250)
[19/12/25 11:42:13] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 250. Result: Move Y: 2, Success' (Duration: 0.558s)
[19/12/25 11:42:18] | DEBUG | EXP:None | CALL move_y(260)
[19/12/25 11:42:18] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 260. Result: Move Y: 2, Success' (Duration: 0.527s)
[19/12/25 11:42:25] | DEBUG | EXP:None | CALL move_y(270)
[19/12/25 11:42:25] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 270. Result: Move Y: 2, Success' (Duration: 0.538s)
[19/12/25 11:42:41] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:42:42] | ERROR | EXP:None | EXCEPTION in move_z after 0.543s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:43:02] | DEBUG | EXP:None | CALL move_x(127)
[19/12/25 11:43:02] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:43:03] | ERROR | EXP:None | EXCEPTION in move_z after 0.557s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:43:03] | ERROR | EXP:None | EXCEPTION in move_x after 0.559s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:43:06] | DEBUG | EXP:None | CALL move_x(127)
[19/12/25 11:43:07] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 127. Result: Move X: 2, Success' (Duration: 0.534s)
[19/12/25 11:43:28] | DEBUG | EXP:None | CALL move_y(275)
[19/12/25 11:43:29] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 275. Result: Move Y: 2, Success' (Duration: 0.544s)
[19/12/25 11:43:34] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:43:34] | ERROR | EXP:None | EXCEPTION in move_z after 0.547s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:43:54] | DEBUG | EXP:None | CALL move_y(295)
[19/12/25 11:43:54] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:43:55] | ERROR | EXP:None | EXCEPTION in move_z after 0.541s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:43:55] | ERROR | EXP:None | EXCEPTION in move_y after 0.542s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:44:00] | DEBUG | EXP:None | CALL move_y(295)
[19/12/25 11:44:01] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 295. Result: Move Y: 105, Error:  One or more motors is unpowered.' (Duration: 0.509s)
[19/12/25 11:44:05] | DEBUG | EXP:None | CALL move_y(295)
[19/12/25 11:44:05] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 295. Result: Move Y: 105, Error:  One or more motors is unpowered.' (Duration: 0.559s)
[19/12/25 11:45:06] | DEBUG | EXP:None | CALL home()
[19/12/25 11:45:06] | DEBUG | EXP:None | CALL move_z(120)
[19/12/25 11:45:07] | ERROR | EXP:None | EXCEPTION in move_z after 0.529s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:45:07] | ERROR | EXP:None | EXCEPTION in home after 1.068s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:47:02] | DEBUG | EXP:None | CALL move_x(127)
[19/12/25 11:47:03] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 127. Result: No valid response received.' (Duration: 0.533s)
[19/12/25 11:47:09] | DEBUG | EXP:None | CALL move_y(285)
[19/12/25 11:47:09] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 285. Result: No valid response received.' (Duration: 0.552s)
[19/12/25 11:47:16] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:47:16] | ERROR | EXP:None | EXCEPTION in move_z after 0.536s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:47:37] | DEBUG | EXP:None | CALL move_y(295)
[19/12/25 11:47:37] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:47:37] | ERROR | EXP:None | EXCEPTION in move_z after 0.535s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:47:37] | ERROR | EXP:None | EXCEPTION in move_y after 0.536s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:47:42] | DEBUG | EXP:None | CALL move_y(295)
[19/12/25 11:47:42] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 295. Result: Move Y: 105, Error:  One or more motors is unpowered.' (Duration: 0.502s)
[19/12/25 11:47:54] | DEBUG | EXP:None | CALL move_y(290)
[19/12/25 11:47:55] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 290. Result: Move Y: 105, Error:  One or more motors is unpowered.' (Duration: 0.506s)
[19/12/25 11:51:23] | DEBUG | EXP:None | CALL home()
[19/12/25 11:51:23] | DEBUG | EXP:None | CALL move_z(120)
[19/12/25 11:51:24] | ERROR | EXP:None | EXCEPTION in move_z after 0.529s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:51:24] | ERROR | EXP:None | EXCEPTION in home after 1.060s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:52:36] | DEBUG | EXP:None | CALL move_y(280)
[19/12/25 11:52:37] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 280. Result: No valid response received.' (Duration: 0.546s)
[19/12/25 11:52:43] | DEBUG | EXP:None | CALL move_y(285)
[19/12/25 11:52:43] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 285. Result: Move Y: 2, Success' (Duration: 0.548s)
[19/12/25 11:52:47] | DEBUG | EXP:None | CALL move_y(290)
[19/12/25 11:52:48] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 290. Result: Move Y: 2, Success' (Duration: 0.550s)
[19/12/25 11:53:14] | DEBUG | EXP:None | CALL move_x(127)
[19/12/25 11:53:15] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 127. Result: No valid response received.' (Duration: 0.518s)
[19/12/25 11:53:21] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:53:22] | ERROR | EXP:None | EXCEPTION in move_z after 0.558s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:54:17] | DEBUG | EXP:None | CALL move_y(292)
[19/12/25 11:54:17] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:54:18] | ERROR | EXP:None | EXCEPTION in move_z after 0.539s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:54:18] | ERROR | EXP:None | EXCEPTION in move_y after 0.541s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:54:22] | DEBUG | EXP:None | CALL move_y(292)
[19/12/25 11:54:22] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 292. Result: Move Y: 2, Success' (Duration: 0.551s)
[19/12/25 11:57:07] | DEBUG | EXP:None | CALL move_x(147)
[19/12/25 11:57:08] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 147. Result: Move X: 2, Success' (Duration: 0.539s)
[19/12/25 11:57:20] | DEBUG | EXP:None | CALL move_y(2)
[19/12/25 11:57:20] | DEBUG | EXP:None | RETURN move_y -> 'Moved Y to 2. Result: No valid response received.' (Duration: 0.543s)
[19/12/25 11:57:30] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:57:31] | ERROR | EXP:None | EXCEPTION in move_z after 0.558s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:58:36] | DEBUG | EXP:None | CALL move_x(167)
[19/12/25 11:58:36] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:58:36] | ERROR | EXP:None | EXCEPTION in move_z after 0.503s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:58:36] | ERROR | EXP:None | EXCEPTION in move_x after 0.505s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:58:40] | DEBUG | EXP:None | CALL move_x(167)
[19/12/25 11:58:41] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 167. Result: Move X: 2, Success' (Duration: 0.549s)
[19/12/25 11:58:53] | DEBUG | EXP:None | CALL move_z(45, allow_in_vial=True)
[19/12/25 11:58:54] | ERROR | EXP:None | EXCEPTION in move_z after 0.536s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:59:17] | DEBUG | EXP:None | CALL move_x(157)
[19/12/25 11:59:17] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 11:59:18] | ERROR | EXP:None | EXCEPTION in move_z after 0.553s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:59:18] | ERROR | EXP:None | EXCEPTION in move_x after 0.556s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 11:59:22] | DEBUG | EXP:None | CALL move_x(157)
[19/12/25 11:59:22] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 157. Result: Move X: 2, Success' (Duration: 0.522s)
[19/12/25 12:00:29] | DEBUG | EXP:None | CALL move_x(247)
[19/12/25 12:00:30] | DEBUG | EXP:None | RETURN move_x -> 'Moved X to 247. Result: No valid response received.' (Duration: 0.521s)
[19/12/25 12:00:37] | DEBUG | EXP:None | CALL move_z(35, allow_in_vial=True)
[19/12/25 12:00:37] | ERROR | EXP:None | EXCEPTION in move_z after 0.540s: '<=' not supported between instances of 'NoneType' and 'float'
[19/12/25 12:09:21] | INFO | EXP:Development | === START EXPERIMENT: Development ===
[19/12/25 12:09:38] | DEBUG | EXP:None | CALL go_to_vial('rack2', 1)
[19/12/25 12:09:38] | DEBUG | EXP:None | CALL move_z(93)
[19/12/25 12:09:38] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 93. Result: No valid response received.' (Duration: 0.532s)
[19/12/25 12:09:38] | DEBUG | EXP:None | CALL move_xy(np.float64(201.0), np.float64(39.0), module_name='rack2')
[19/12/25 12:09:38] | DEBUG | EXP:None | CALL move_z(100)
[19/12/25 12:09:39] | DEBUG | EXP:None | RETURN move_z -> 'Moved Z to 100. Result: Move Z: 2, Success' (Duration: 0.558s)
[19/12/25 12:09:39] | DEBUG | EXP:None | RETURN move_xy -> 'Moved to X=201.0, Y=39.0. Result: No valid response received.' (Duration: 1.069s)
